date,quiniela,period,position,result
2014-11-10,nacional,primera,19,3182
2014-11-10,nacional,primera,20,6485
2014-11-10,nacional,primera,Letras,UFMR 
2014-11-11,nacional,primera,1,8826
2014-11-11,nacional,primera,2,3563
2014-11-11,nacional,primera,3,3701
2014-11-11,nacional,primera,4,3682
2014-11-11,nacional,primera,5,0832
2014-11-11,nacional,primera,6,6703
2014-11-11,nacional,primera,7,8656
2014-11-11,nacional,primera,8,0665
2014-11-11,nacional,primera,9,3171
2014-11-11,nacional,primera,10,0859
2014-11-11,nacional,primera,11,1199
2014-11-11,nacional,primera,12,6646
2014-11-11,nacional,primera,13,1225
2014-11-11,nacional,primera,14,0346
2014-11-11,nacional,primera,15,9415
2014-11-11,nacional,primera,16,9304
2014-11-11,nacional,primera,17,5160
2014-11-11,nacional,primera,18,0308
2014-11-11,nacional,primera,19,0017
2014-11-11,nacional,primera,20,5176
2014-11-11,nacional,primera,Letras,UFLQ 
2014-11-12,nacional,primera,1,6408
2014-11-12,nacional,primera,2,7162
2014-11-12,nacional,primera,3,8083
2014-11-12,nacional,primera,4,8271
2014-11-12,nacional,primera,5,3340
2014-11-12,nacional,primera,6,4990
2014-11-12,nacional,primera,7,0479
2014-11-12,nacional,primera,8,0098
2014-11-12,nacional,primera,9,3073
2014-11-12,nacional,primera,10,7149
2014-11-12,nacional,primera,11,1709
2014-11-12,nacional,primera,12,5678
2014-11-12,nacional,primera,13,0566
2014-11-12,nacional,primera,14,9946
2014-11-12,nacional,primera,15,3478
2014-11-12,nacional,primera,16,0932
2014-11-12,nacional,primera,17,9395
2014-11-12,nacional,primera,18,9047
2014-11-12,nacional,primera,19,9612
2014-11-12,nacional,primera,20,9269
2014-11-12,nacional,primera,Letras,FJMZ 
2014-11-13,nacional,primera,1,1526
2014-11-13,nacional,primera,2,4089
2014-11-13,nacional,primera,3,3849
2014-11-13,nacional,primera,4,6679
2014-11-13,nacional,primera,5,8503
2014-11-13,nacional,primera,6,2807
2014-11-13,nacional,primera,7,9903
2014-11-13,nacional,primera,8,4994
2014-11-13,nacional,primera,9,4026
2014-11-13,nacional,primera,10,7076
2014-11-13,nacional,primera,11,6215
2014-11-13,nacional,primera,12,1059
2014-11-13,nacional,primera,13,1610
2014-11-13,nacional,primera,14,7579
2014-11-13,nacional,primera,15,7242
2014-11-13,nacional,primera,16,6951
2014-11-13,nacional,primera,17,6906
2014-11-13,nacional,primera,18,7924
2014-11-13,nacional,primera,19,8229
2014-11-13,nacional,primera,20,8502
2014-11-13,nacional,primera,Letras,FKPT 
2014-11-14,nacional,primera,1,1848
2014-11-14,nacional,primera,2,4192
2014-11-14,nacional,primera,3,0880
2014-11-14,nacional,primera,4,6093
2014-11-14,nacional,primera,5,7650
2014-11-14,nacional,primera,6,2011
2014-11-14,nacional,primera,7,3838
2014-11-14,nacional,primera,8,6567
2014-11-14,nacional,primera,9,6281
2014-11-14,nacional,primera,10,6841
2014-11-14,nacional,primera,11,5148
2014-11-14,nacional,primera,12,5308
2014-11-14,nacional,primera,13,6325
2014-11-14,nacional,primera,14,0800
2014-11-14,nacional,primera,15,3378
2014-11-14,nacional,primera,16,9412
2014-11-14,nacional,primera,17,5354
2014-11-14,nacional,primera,18,0937
2014-11-14,nacional,primera,19,3418
2014-11-14,nacional,primera,20,8437
2014-11-14,nacional,primera,Letras,AOUS 
2014-11-15,nacional,primera,1,4828
2014-11-15,nacional,primera,2,8915
2014-11-15,nacional,primera,3,3152
2014-11-15,nacional,primera,4,4109
2014-11-15,nacional,primera,5,5484
2014-11-15,nacional,primera,6,1696
2014-11-15,nacional,primera,7,2680
2014-11-15,nacional,primera,8,4110
2014-11-15,nacional,primera,9,4376
2014-11-15,nacional,primera,10,0304
2014-11-15,nacional,primera,11,6226
2014-11-15,nacional,primera,12,4620
2014-11-15,nacional,primera,13,6197
2014-11-15,nacional,primera,14,1343
2014-11-15,nacional,primera,15,7402
2014-11-15,nacional,primera,16,0604
2014-11-15,nacional,primera,17,3769
2014-11-15,nacional,primera,18,6176
2014-11-15,nacional,primera,19,0362
2014-11-15,nacional,primera,20,7276
2014-11-15,nacional,primera,Letras,UFHK 
2014-11-17,nacional,primera,1,3112
2014-11-17,nacional,primera,2,2570
2014-11-17,nacional,primera,3,3573
2014-11-17,nacional,primera,4,4881
2014-11-17,nacional,primera,5,1509
2014-11-17,nacional,primera,6,9333
2014-11-17,nacional,primera,7,2901
2014-11-17,nacional,primera,8,3500
2014-11-17,nacional,primera,9,9384
2014-11-17,nacional,primera,10,7492
2014-11-17,nacional,primera,11,2587
2014-11-17,nacional,primera,12,0248
2014-11-17,nacional,primera,13,4808
2014-11-17,nacional,primera,14,3764
2014-11-17,nacional,primera,15,1019
2014-11-17,nacional,primera,16,4337
2014-11-17,nacional,primera,17,3398
2014-11-17,nacional,primera,18,0858
2014-11-17,nacional,primera,19,1386
2014-11-17,nacional,primera,20,6164
2014-11-17,nacional,primera,Letras,JJKX 
2014-11-18,nacional,primera,1,3820
2014-11-18,nacional,primera,2,7238
2014-11-18,nacional,primera,3,1761
2014-11-18,nacional,primera,4,2244
2014-11-18,nacional,primera,5,6153
2014-11-18,nacional,primera,6,3650
2014-11-18,nacional,primera,7,2411
2014-11-18,nacional,primera,8,0667
2014-11-18,nacional,primera,9,4199
2014-11-18,nacional,primera,10,0337
2014-11-18,nacional,primera,11,3719
2014-11-18,nacional,primera,12,6433
2014-11-18,nacional,primera,13,7738
2014-11-18,nacional,primera,14,0193
2014-11-18,nacional,primera,15,4402
2014-11-18,nacional,primera,16,0174
2014-11-18,nacional,primera,17,0078
2014-11-18,nacional,primera,18,5746
2014-11-18,nacional,primera,19,2702
2014-11-18,nacional,primera,20,0771
2014-11-18,nacional,primera,Letras,DKQW 
2014-11-19,nacional,primera,1,3320
2014-11-19,nacional,primera,2,7879
2014-11-19,nacional,primera,3,1548
2014-11-19,nacional,primera,4,1947
2014-11-19,nacional,primera,5,2948
2014-11-19,nacional,primera,6,3739
2014-11-19,nacional,primera,7,0070
2014-11-19,nacional,primera,8,4338
2014-11-19,nacional,primera,9,4015
2014-11-19,nacional,primera,10,9809
2014-11-19,nacional,primera,11,6519
2014-11-19,nacional,primera,12,9878
2014-11-19,nacional,primera,13,2967
2014-11-19,nacional,primera,14,1335
2014-11-19,nacional,primera,15,2226
2014-11-19,nacional,primera,16,8270
2014-11-19,nacional,primera,17,9888
2014-11-19,nacional,primera,18,1323
2014-11-19,nacional,primera,19,4837
2014-11-19,nacional,primera,20,5528
2014-11-19,nacional,primera,Letras,CDVX 
2014-11-20,nacional,primera,1,1634
2014-11-20,nacional,primera,2,6465
2014-11-20,nacional,primera,3,3834
2014-11-20,nacional,primera,4,7182
2014-11-20,nacional,primera,5,4738
2014-11-20,nacional,primera,6,0740
2014-11-20,nacional,primera,7,0725
2014-11-20,nacional,primera,8,8588
2014-11-20,nacional,primera,9,7922
2014-11-20,nacional,primera,10,8294
2014-11-20,nacional,primera,11,6318
2014-11-20,nacional,primera,12,7368
2014-11-20,nacional,primera,13,3877
2014-11-20,nacional,primera,14,2556
2014-11-20,nacional,primera,15,2642
2014-11-20,nacional,primera,16,9711
2014-11-20,nacional,primera,17,3900
2014-11-20,nacional,primera,18,4070
2014-11-20,nacional,primera,19,6469
2014-11-20,nacional,primera,20,3523
